\s:66,c:1782377496*4D\!AIVDM,1,1,,B,18uBf@30002Bn3EgQMa`=:w80<0`,0*38
\s:66,c:1782377496*4D\!AIVDM,1,1,,B,403t>UQuJl`kS`j0@hATunW00<8q,0*69
\s:66,c:1782377497*4C\!AIVDM,1,1,,A,142OeCPwQ5QvM<@GIfF:N`K80D3@,0*63
\s:66,c:1782377496*4D\!AIVDM,1,1,,B,13mWQ>7000PuugBVtma8C6Nn1U3<,0*28
\s:66,c:1782377492*49\!AIVDM,1,1,,B,13mSmG7P00Qo9RJ`WVpN4?w02<0<,0*5A
\s:66,c:1782377497*4C\!AIVDM,1,1,,A,19N`2oi0000dhT@1S35;f9I60L0`,0*7F
\s:66,c:1782377498*43\!AIVDM,1,1,,B,15O?HFPOl0o?uA>EWg<f1s?4053<,0*2A
\s:66,c:1782377492*49\!AIVDM,1,1,,B,C6:7D200027MI;5UCSk?Cwg2@2C0<31eei1111111110K3812R00,0*22
\s:66,c:1782377494*4F\!AIVDM,1,1,,B,19NSdLPv20M6ISOkBQOR<Qm0053<,0*4D
\s:66,c:1782377492*49\!AIVDM,1,1,,B,33:edJ001GwW8;8Dc?>0I0;2023@,0*2E
\s:66,c:1782377489*43\!AIVDM,1,1,,B,13JGQV700?wMBGlKKhNpLn`t0HAP,0*7F
\s:66,c:1782377495*4E\!AIVDM,1,1,,B,36:5>:U001`gHV@AAfd008o40lmJ,0*0C
\s:66,c:1782377495*4E\!AIVDM,1,1,,B,15@N?J0P00JCejr58qhE`?w80<0f,0*55
\s:66,c:1782377495*4E\!AIVDM,1,1,,B,?39GLJ0jOv<@D00,2*08
\s:66,c:1782377492*49\!AIVDM,1,1,,A,13mmKM7P00Qnqtt`WFef4?vv0<0G,0*09
\s:66,c:1782377495*4E\!AIVDM,1,1,,B,16SsA2?0P09=QH<D4V1@=Rg2053<,0*58
\s:66,c:1782377490*4B\!AIVDM,1,1,,A,35MvHmP000G>gqVKhSacJ99p0000,0*2F
\s:66,c:1782377494*4F\!AIVDM,1,1,,B,139T;J002=0rrnRO>JOjo2G200S>,0*63
\s:66,c:1782377496*4D\!AIVDM,1,1,,B,1:182j000>0`kj4IJGWK3l9600SC,0*0C
\s:66,c:1782377496*4D\!AIVDM,1,1,,B,17m@<6001i8kw@PA1qJhTPQ:00Rl,0*1A
\s:66,c:1782377493*48\!AIVDM,1,1,,A,13EeAqPP0KP0F2RFHfaE`gw22HCK,0*75
\s:66,c:1782377493*48\!AIVDM,1,1,,B,19NSE5P01VL1rg=vpf6t>ai400SV,0*37
\s:66,c:1782377495*4E\!AIVDM,1,1,,B,16:cBhP00`89@=0<nSgnEE601P06,0*44
\s:66,c:1782377495*4E\!AIVDM,1,1,,B,15?dM:h01cRB6GdD1dcWv6I40D21,0*6D
\s:66,c:1782377497*4C\!AIVDM,1,1,,A,18KEU0002O7VPE`2a4?AUAE:0<0q,0*12
\s:66,c:1782377498*43\!AIVDM,1,1,,B,169CdB32P0`@3c0;KWV33jm60<04,0*17
\s:66,c:1782377494*4F\!AIVDM,1,1,,B,402Q:dQvad`kQR2lpNI4<qo00PS:,0*30
\s:66,c:1782377498*43\!AIVDM,1,1,,A,402Q:dQvad`kTR2lpNI4<qo00`Eq,0*5B
\g:1-2-5198624,s:66,c:1782377465*06\!AIVDM,2,1,4,B,54`oPh82<pJp?I<CT01=19D<F0598uL000000016EPB@@5cn0Ghk`61i,0*10
\g:2-2-5198624*68\!AIVDM,2,2,4,B,h00000000000000,2*7B
