\s:66,c:1782377510*42\!AIVDM,1,1,,A,37P1gk0PAo:lEdgdWer@20;R00v@,0*28
\g:1-2-5199667,s:66,c:1782377430*00\!AIVDM,2,1,7,A,56:Gj;42>luh955F221`PtpN0hT4r1<P4r1@uF16<HI4@1dm0A4i846U,0*66
\g:2-2-5199667*6E\!AIVDM,2,2,7,A,H88888888888880,2*53
\s:66,c:1782377514*46\!AIVDM,1,1,,A,169@0HP0028gRGhAnNvcLBgb0<00,0*13
\s:66,c:1782377501*42\!AIVDM,1,1,,A,B69I4S00?at0vdS5bTp1Owk6SP06,0*3C
\s:66,c:1782377309*4C\!AIVDM,1,1,,A,C69I4S00<At0rU35WKcLOwv0>bC0<2L?0jc1UUiWV000?1@7R1PP,0*09
\s:66,c:1782377513*41\!AIVDM,1,1,,B,36:85QUP01`N?JDFBKbJ:wwd2Dr:,0*5A
\g:1-2-5199668,s:66,c:1782377304*0F\!AIVDM,2,1,8,B,59@>kj828:apCH7?K?P59@4l00000000000000163PI55w9b0:5CCH4@,0*45
\g:2-2-5199668*61\!AIVDM,2,2,8,B,DlP000000000000,2*67
\s:66,c:1782377514*46\!AIVDM,1,1,,A,16:D2VSP00`fiPhA@@4>4?wb2LHG,0*4B
\s:66,c:1782377499*42\!AIVDM,1,1,,B,170nL<0P01T205@>ILwo7gw80D4a,0*52
\s:66,c:1782377459*4E\!AIVDM,1,1,,B,170Muj0P00T1wi@>IOrf4?wn2D3f,0*07
\s:66,c:1782377515*47\!AIVDM,1,1,,A,342ORi@P@72mKwKucpRCL1Q`00iP,0*2A
\s:66,c:1782377516*44\!AIVDM,1,1,,A,7>oi5TiRMpD`,0*6A
\s:66,c:1782377515*47\!AIVDM,1,1,,A,1815>r@01rJ?OubB?Kd;M9=h0<0P,0*5D
\s:66,c:1782377508*4B\!AIVDM,1,1,,A,13MoaF001GOnnDPLqK32CQqP0@LS,0*27
\s:66,c:1782377514*46\!AIVDM,1,1,,B,13aGsL@P00PD?QnMd0p>4?wd2@Ol,0*24
\s:66,c:1782377513*41\!AIVDM,1,1,,A,17lds4hP00WLe0b0WH=PRww`20SN,0*14
\s:66,c:1782377511*43\!AIVDM,1,1,,A,13m7oL00000J@2bQhE7C`1Q`0000,0*5F
\s:66,c:1782377509*4A\!AIVDM,1,1,,B,83aGsL@j2d<d<<Mt=hLhHgfE0000,0*57
\s:66,c:1782377516*44\!AIVDM,1,1,,B,18I<UK0vjccliaRJhlLJ9H=`053<,0*33
\s:66,c:1782377500*43\!AIVDM,1,1,,B,19@:H613Ow<tSF0l4Q@>43Ov0PSJ,0*4E
\s:66,c:1782377511*43\!AIVDM,1,1,,B,18:pQd0P0g`VBsP8FrT5H?wR2<3i,0*58
\s:66,c:1782377513*41\!AIVDM,1,1,,A,16:CoN00038KNu@F2hRdEC;b053<,0*0D
\s:66,c:1782377517*45\!AIVDM,1,1,,A,13bd<v000001h7tML=R=r8Gh8D3k,0*50
\s:66,c:1782377517*45\!AIVDM,1,1,,A,35NvLa0Oh0GRnPNCCo5CA39h0000,0*4D
\s:66,c:1782377511*43\!AIVDM,1,1,,B,13GQGumP@M0;DdPFV=KWv64l053<,0*6B
\s:66,c:1782377510*42\!AIVDM,1,1,,A,33P:Kn0Oh5P1`wVML8loiDUR00o0,0*24
\s:66,c:1782377507*44\!AIVDM,1,1,,B,13HWWp?P0b07TepNt5GKlwwN0@Kd,0*1A
\s:66,c:1782377511*43\!AIVDM,1,1,,,B5O3h8P00>`nU56;ofF7kwq5oP06,0*28
\s:66,c:1782377505*46\!AIVDM,1,1,,B,18InnP000>7UTbawc4L;qoAH08FL,0*4C
\s:66,c:1782377504*47\!AIVDM,1,1,,B,83`jgQPj2d<dt>Muf0OHOhO89dP0,0*68
\s:66,c:1782377504*47\!AIVDM,1,1,,,B7Ofv2P002B:7pMswu>13wl5mP06,0*37
\s:66,c:1782377509*4A\!AIVDM,1,1,,,B7Ofv2P00BB:7pMswu>13wnUmP06,0*25
\s:66,c:1782377505*46\!AIVDM,1,1,,A,18HsChPP3H7Kfp<0cwDr=wwJ08JJ,0*7F
\s:66,c:1782377509*4A\!AIVDM,1,1,,,13JekH12h6OQccl2c@73@TuL053<,0*74
\s:66,c:1782377511*43\!AIVDM,1,1,,B,15OHme0012re3`lGAPLBb2;`053<,0*5C
