\s:66,c:1782377499*42\!AIVDM,1,1,,B,15TOKP012lWl1364FKAQhQI>0HG>,0*17
\s:66,c:1782377241*41\!AIVDM,1,1,,A,35TOKP01BkWktU84EoSidADb0DOM,0*7C
\s:66,c:1782377510*42\!AIVDM,1,1,,A,38Hu57`P00W<kE42L?:f4?wT2AaS,0*27
\s:66,c:1782377514*46\!AIVDM,1,1,,A,13aDpd@000PD1HVMDiwr<`KbP<3t,0*65
\s:66,c:1782377515*47\!AIVDM,1,1,,B,16T16`001D7JJdf0d<C3sk9f0HPB,0*64
\s:66,c:1782377510*42\!AIVDM,1,1,,A,B5NEE<P005k>8h6tG?hVWwq5CP06,0*36
\s:66,c:1782377515*47\!AIVDM,1,1,,B,369aBt1000`gP7PAm`Pdn:wd2DkJ,0*17
\s:66,c:1782377515*47\!AIVDM,1,1,,B,15N3SscP0lJ=4s0AED=1vgwd053<,0*57
\s:66,c:1782377514*46\!AIVDM,1,1,,B,36:5rA0PAM`m0<nA9McQIA;`20j0,0*13
\g:1-2-5199196,s:66,c:1782377234*0B\!AIVDM,2,1,6,A,59NSfgp2A9cKDhUSJ204ppDM8UB2222222222216E8N@@5`h0OjC`5U6,0*3A
\g:2-2-5199196*67\!AIVDM,2,2,6,A,`88888888888880,2*7A
\s:66,c:1782377515*47\!AIVDM,1,1,,B,ENkb;1g9@@@@@@@@@@@@@@@@@@@;V>G7=krh@00003vP000,2*3B
\s:66,c:1782377508*4B\!AIVDM,1,1,,A,176t0>001G:nba3dk9nHOVeP00RE,0*55
\s:66,c:1782377515*47\!AIVDM,1,1,,A,142Oah@00025wU0GGqFb937d0@P:,0*24
\s:66,c:1782377515*47\!AIVDM,1,1,,A,18I1@K0PAA7JwNt0g6Fm7ksb0D:c,0*26
\s:66,c:1782377514*46\!AIVDM,1,1,,B,17ldakh000W?mD01e9D44Qs`00SL,0*7C
\s:66,c:1782377497*4C\!AIVDM,1,1,,A,13wm:K@00V42gk<>PmgTESQ:0`Ew,0*40
\s:66,c:1782377511*43\!AIVDM,1,1,,A,1341o7P01HPDkCPMdiSk0RQVR8N<,0*09
\s:66,c:1782377510*42\!AIVDM,1,1,,A,B3Ie?200C7vHpSW7IghcGwq1h8Mj,0*5D
\s:66,c:1782377517*45\!AIVDM,1,1,,B,1717uB00043pFWv>24=Ambqh00RG,0*75
\s:66,c:1782377484*4E\!AIVDM,1,1,,A,39NSfgm001Uu>dD:8IEn8Q`T0Dg:,0*46
\s:66,c:1782377505*46\!AIVDM,1,1,,A,19GocT000q4;`3f=bnMcR9IF0L25,0*4A
\s:66,c:1782377376*44\!AIVDM,1,1,,B,39GocT000q4;a4D=bjtcQqI2007R,0*73
\s:66,c:1782377511*43\!AIVDM,1,1,,A,18QwWO3P@c3U9Ln?dbN4pDaP0@MS,0*04
\s:66,c:1782377515*47\!AIVDM,1,1,,A,14eJJQ0000sLte8ISe5@;Rsb0<0g,0*28
\s:66,c:1782377513*41\!AIVDM,1,1,,B,18Ld?p0vB?Ov>a`LKmb62li`0HOA,0*69
\s:66,c:1782377516*44\!AIVDM,1,1,,A,19NSbU002R1BtgnGJ565:T7f00Rp,0*4C
\s:66,c:1782377516*44\!AIVDM,1,1,,A,16K3?Th0009jKb4D36`u=b9f08Pu,0*5D
\s:66,c:1782377516*44\!AIVDM,1,1,,B,13aoB@7000PBTTFMMtm5B49j00St,0*56
\g:1-2-5199197,s:66,c:1782377517*0C\!AIVDM,2,1,7,A,53nJ5:42?Vuth5LWN20pu8l4pB1=D9<D6222221J611<<5NB0C1TQA1D,0*06
\g:2-2-5199197*66\!AIVDM,2,2,7,A,RBlj0EScA1C@DRh,2*4D
\s:66,c:1782377518*4A\!AIVDM,1,1,,B,15O0CUd000q<kLvA1vokObsh053<,0*3E
